REF_DATE,GEO,DGUID,Immigrant status,Labour force characteristics,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Jan-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.1,,,,1
Feb-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,60.3,,,,1
Mar-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,59.5,,,,1
Apr-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,58.9,,,,1
May-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,58.8,,,,1
Jun-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,58.9,,,,1
Jul-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,59.5,,,,1
Aug-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,59.8,,,,1
Sep-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,59.2,,,,1
Oct-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,58.8,,,,1
Nov-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,58.7,,,,1
Dec-15,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,59.1,,,,1
Jan-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,59,,,,1
Feb-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,58.4,,,,1
Mar-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,58.4,,,,1
Apr-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,58.5,,,,1
May-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,59.4,,,,1
Jun-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,60.5,,,,1
Jul-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.6,,,,1
Aug-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.7,,,,1
Sep-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.2,,,,1
Oct-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61,,,,1
Nov-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.1,,,,1
Dec-16,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.4,,,,1
Jan-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.3,,,,1
Feb-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.3,,,,1
Mar-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.1,,,,1
Apr-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.2,,,,1
May-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.3,,,,1
Jun-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.8,,,,1
Jul-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,62,,,,1
Aug-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,62.2,,,,1
Sep-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,62.1,,,,1
Oct-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,62,,,,1
Nov-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,62.3,,,,1
Dec-17,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,62.4,,,,1
Jan-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,62.8,,,,1
Feb-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,63.4,,,,1
Mar-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,63.9,,,,1
Apr-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.4,,,,1
May-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.5,,,,1
Jun-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.4,,,,1
Jul-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.3,,,,1
Aug-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.3,,,,1
Sep-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.7,,,,1
Oct-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.8,,,,1
Nov-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.5,,,,1
Dec-18,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.9,,,,1
Jan-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,66,,,,1
Feb-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.6,,,,1
Mar-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.5,,,,1
Apr-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.5,,,,1
May-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64,,,,1
Jun-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.4,,,,1
Jul-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.3,,,,1
Aug-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.8,,,,1
Sep-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.3,,,,1
Oct-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.5,,,,1
Nov-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.2,,,,1
Dec-19,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65,,,,1
Jan-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.7,,,,1
Feb-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.8,,,,1
Mar-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,63.6,,,,1
Apr-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,60.2,,,,1
May-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,56.7,,,,1
Jun-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,56,,,,1
Jul-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,58.6,,,,1
Aug-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,61.4,,,,1
Sep-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,63.1,,,,1
Oct-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,64.3,,,,1
Nov-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.4,,,,1
Dec-20,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.8,,,,1
Jan-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.7,,,,1
Feb-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.6,,,,1
Mar-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,65.8,,,,1
Apr-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,66.6,,,,1
May-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,67.5,,,,1
Jun-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,68.3,,,,1
Jul-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,69.7,,,,1
Aug-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,70.6,,,,1
Sep-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,71.2,,,,1
Oct-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,71.2,,,,1
Nov-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,71.8,,,,1
Dec-21,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,72.8,,,,1
Jan-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,72.3,,,,1
Feb-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,72,,,,1
Mar-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,71.3,,,,1
Apr-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,71.8,,,,1
May-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,71.8,,,,1
Jun-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,72.3,,,,1
Jul-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,73.3,,,,1
Aug-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,73.1,,,,1
Sep-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,72.3,,,,1
Oct-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,70.8,,,,1
Nov-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,70.4,,,,1
Dec-22,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,70.2,,,,1
Jan-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,70,,,,1
Feb-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,69.6,,,,1
Mar-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,69,,,,1
Apr-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,69.1,,,,1
May-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,69.6,,,,1
Jun-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,70.4,,,,1
Jul-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,71,,,,1
Aug-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,72,,,,1
Sep-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,72.3,,,,1
Oct-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,72.4,,,,1
Nov-23,Canada,2016A000011124,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035554,1.3.10.1,71.1,,,,1
Mar-06,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.9,,,,1
Apr-06,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.1,,,,1
May-06,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.8,,,,1
Jun-06,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.9,,,,1
Jul-06,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.4,,,,1
Aug-06,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.9,,,,1
